cell_id,source_file,batch_date_inferred,cell_index,cycle_life,n_cycles_available,q_discharge_cycle_2,q_discharge_cycle_100,q_discharge_mean_2_100,q_charge_mean_2_100,capacity_fade_2_100,capacity_fade_pct_2_100,capacity_slope_2_100,ir_mean_2_100,ir_change_2_100,tavg_mean_2_100,tmax_mean_2_100,tmin_mean_2_100,chargetime_mean_2_100,chargetime_change_2_100,soh_cycle_100_proxy,screening_label
2017-06-30_cell_024,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,24,495.0,99,1.0679682,1.0710108,1.0720803323232324,1.0718335646464645,-0.0030426000000001174,-0.2848961233115478,2.7728014842328424e-06,0.017105904363636366,-0.000260558000000001,30.080366485164745,32.040300414141406,28.446901111111114,10.04830535353536,0.0005550000001672828,100.28489612331155,Recycle
2017-06-30_cell_025,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,25,461.0,99,1.0672674,1.0676695,1.0705467858585858,1.0703348434343434,-0.00040210000000007184,-0.03767565654118845,-3.0330352504644966e-05,0.01718564258585859,-0.0005538330000000001,29.80710204425891,31.199627848484848,28.715408454545454,10.052839006734022,0.010123333333224238,100.03767565654118,Recycle
2017-06-30_cell_026,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,26,471.0,99,1.0766411,1.0773104,1.080674029292929,1.0805731515151515,-0.0006692999999999838,-0.06216556287884456,-3.700558317872623e-05,0.017570216010101006,-0.0005770190000000015,31.658500115459308,35.32942847474747,29.699658959595958,10.041589393939397,0.00436999999995713,100.06216556287883,Recycle
2017-06-30_cell_027,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,27,468.0,99,1.065841,1.0693567,1.070622919191919,1.0703910414141415,-0.0035156999999998995,-0.32985220121949704,4.945726654254184e-07,0.017339433757575757,-0.00026701000000000155,32.00299248761868,35.74766228282829,29.89440901010101,10.128570050505093,-0.08352666666663389,100.32985220121951,Recycle
2017-06-30_cell_028,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,28,509.0,99,1.07155,1.0759076,1.076696116161616,1.0756724444444445,-0.0043576000000000725,-0.40666324483225913,6.73038961039119e-06,0.017059852101010103,-8.498300000000028e-05,33.061815940618864,37.37691836363637,30.2858362020202,10.150178737373727,-0.016545000000284915,100.40666324483225,Conditional Reuse
2017-06-30_cell_029,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,29,498.0,99,1.0725043,1.0787998,1.0782471151515152,1.0777316767676768,-0.006295500000000009,-0.5869906535572873,3.2791438466289255e-05,0.017032333454545454,4.101199999999999e-05,33.487092714604984,37.97272521212121,30.609454535353535,10.139228333333326,0.00044166666678613353,100.5869906535573,Recycle
2017-06-30_cell_030,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,30,481.0,99,1.0672802,1.071249,1.072151225252525,1.0719712303030302,-0.0039687999999999946,-0.37186111013771217,8.45844403215631e-06,0.017497465121212124,-0.0003156800000000022,32.406531360848675,36.53235286868687,29.984983777777778,10.138687828282814,0.0833866666665326,100.37186111013771,Recycle
2017-06-30_cell_031,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,31,492.0,99,1.0732793,1.0785081,1.0792191656565657,1.079030011111111,-0.005228800000000033,-0.4871798049212384,1.265737414966236e-05,0.017556587828282826,-3.7203999999999016e-05,31.786557142522287,34.861484393939385,29.87477815151515,10.142291380471422,0.08321166666670798,100.48717980492124,Recycle
2017-06-30_cell_032,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,32,519.0,99,1.0742669,1.0795146,1.0796738595959596,1.08002901010101,-0.005247699999999966,-0.48849126785903635,1.7829948051949118e-05,0.017537543707070707,0.00010941399999999865,33.24763715966938,37.88489983838383,30.31475446464647,10.137393569023583,0.08321499999995652,100.48849126785903,Conditional Reuse
2017-06-30_cell_033,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,33,520.0,99,1.079052,1.0847911,1.0845763555555554,1.0845824888888889,-0.005739099999999997,-0.5318650074324497,2.0687567099560393e-05,0.017627388484848485,9.907600000000003e-05,32.97224982580327,36.445867717171716,30.610282767676768,10.130487676767677,-0.08307000000010412,100.53186500743246,Conditional Reuse
2017-06-30_cell_034,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,34,499.0,99,1.0688509,1.0746909,1.0746778808080808,1.0746804404040404,-0.005840000000000067,-0.5463811650436995,2.0926824984536708e-05,0.01757423709090909,-0.00014857000000000065,33.431122410662226,37.85557094949495,30.598678323232328,10.158217373737395,-0.00048333333349326324,100.54638116504371,Recycle
2017-06-30_cell_035,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,35,463.0,99,1.0687217,1.0718495,1.0733408959595958,1.0730644646464644,-0.003127799999999903,-0.2926673988185982,-2.8044155843730953e-07,0.017105114626262626,-0.00037834599999999816,33.6342839413372,38.835378858585855,30.55527208080808,10.129930101010089,0.08272333333322024,100.2926673988186,Recycle
2017-06-30_cell_036,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,36,535.0,99,1.079731,1.0852383,1.08517187979798,1.0848497303030302,-0.005507300000000104,-0.5100622284624693,2.40557600494703e-05,0.020188149979797978,9.954900000000086e-05,33.414651242294276,38.13596305050506,30.33438446464646,10.140430505050517,-0.0005249999999552557,100.51006222846246,Conditional Reuse
2017-06-30_cell_037,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,37,478.0,99,1.0748166,1.081265,1.0806836393939394,1.080355695959596,-0.006448400000000021,-0.5999535176512925,3.505037847866405e-05,0.01815250490909091,9.341199999999758e-05,31.945393626512313,35.47797882828283,29.778714676767677,10.13673265993265,0.08273333333321098,100.5999535176513,Recycle
2017-06-30_cell_038,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,38,465.0,99,1.0699497,1.074622,1.0749444787878788,1.0746875272727272,-0.004672299999999963,-0.4366840796347681,1.645809276437357e-05,0.017742745464646468,-3.56749999999989e-05,32.17443347288497,36.407325717171716,29.731181383838386,10.129633686868685,1.4999999983444923e-05,100.43668407963477,Recycle
2017-06-30_cell_039,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,39,459.0,99,1.0784613,1.0863159,1.0859094414141415,1.085532696969697,-0.007854599999999934,-0.728315424948483,3.186357946814652e-05,0.018061325636363635,7.446499999999925e-05,32.129761209101325,36.07520380808081,29.734830919191925,10.130638686868684,-0.08374833333339993,100.72831542494849,Recycle
2017-06-30_cell_040,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,40,499.0,99,1.0765519,1.0798434,1.081252198989899,1.0816577555555553,-0.0032915000000000028,-0.30574466498085257,-1.993067903525578e-05,0.017196623707070705,-0.0004695480000000002,33.3410543545083,38.19932831313131,30.393990585858585,10.135643552188554,0.0010450000001576143,100.30574466498085,Recycle
2017-06-30_cell_041,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,41,429.0,99,1.0682049,1.0736984,1.0747316464646464,1.0745392171717172,-0.00549350000000004,-0.5142739936879188,1.664656524428442e-05,0.017788922626262627,-7.858999999999991e-05,33.13252315037761,37.45213359595959,30.281169101010097,10.141692306397326,0.08356666666659329,100.51427399368791,Recycle
2017-06-30_cell_042,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,42,466.0,99,1.0780239,1.082616,1.0831219444444442,1.0831846383838384,-0.004592099999999988,-0.4259738582790221,1.1841173778598725e-05,0.017218092343434344,-9.295299999999979e-05,33.13768962997446,38.01192291919192,30.34854903030303,10.136828434343444,0.00038000000010107726,100.42597385827902,Recycle
2017-06-30_cell_043,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,43,462.0,99,1.0735646,1.0790776,1.0796143252525254,1.0794716171717171,-0.005512999999999879,-0.5135228937317678,1.2511228200372228e-05,0.0181268601010101,9.035099999999893e-05,33.01174006776376,37.78736292929293,30.27322596969697,10.131395993265997,0.08355666666635919,100.51352289373176,Recycle
2017-06-30_cell_044,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,44,457.0,99,1.070887,1.0763599,1.0763495717171718,1.0762402111111111,-0.005472900000000003,-0.5110623249698618,2.2273128014841293e-05,0.017676611858585857,0.00018632600000000055,33.028337173785644,37.83421164646465,30.278730616161617,10.132399242424222,-0.00019500000004590845,100.51106232496987,Recycle
2017-06-30_cell_045,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,45,487.0,99,1.0704726,1.0730408,1.074507891919192,1.0744039575757576,-0.0025682000000000205,-0.23991272639766964,-7.060436611011699e-06,0.01699986706060606,-0.00012690599999999955,32.61634777559467,37.10048147474748,29.985498343434347,10.137635353535334,0.08356999999984183,100.23991272639768,Recycle
2017-06-30_cell_046,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,46,429.0,99,1.0726138,1.0795197,1.0791303383838384,1.0789005363636361,-0.00690590000000002,-0.6438384439954082,2.937985776128307e-05,0.01780114795959596,0.0002477779999999971,32.31134416709594,36.73920442424242,29.73386209090909,10.132154276094296,0.08332000000009465,100.6438384439954,Recycle
2017-06-30_cell_047,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,47,713.0,99,1.0421375,1.0470229,1.0489019333333334,1.0485018909090909,-0.00488540000000004,-0.4687865084981627,-9.553367965375937e-06,0.01721999815151515,-0.0008362810000000012,32.405519276530356,36.451150272727276,29.619780666666667,10.130466952861942,0.08319666666648118,100.46878650849816,Conditional Reuse
2018-04-12_cell_000,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,0,1009.0,99,1.0674551,1.0694544,1.0703864353535353,1.0700443383838383,-0.001999299999999815,-0.1872959340397376,-5.346195423623116e-06,0.015235852282828284,-0.00012841200000000136,32.194853230782606,33.560153344027476,30.855734541604228,10.042610084175084,-0.000986666666237923,100.18729593403974,Reuse
2018-04-12_cell_001,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,1,1063.0,99,1.0650603,1.0664777,1.0677216717171716,1.0673237272727272,-0.001417400000000013,-0.1330816668314473,-1.4719340754489794e-05,0.014984559090909092,-0.00010282300000000015,34.83231929224147,37.98835277556221,31.57773904653022,10.041381363636303,0.002126666667269461,100.13308166683146,Reuse
2018-04-12_cell_002,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2,1267.0,99,1.060818,1.0606135,1.0620735151515153,1.0614239838383839,0.00020449999999994084,0.019277576360878193,-2.0391179962896458e-05,0.014618566616161614,-0.0004166900000000008,36.79033178065713,40.5242590441136,32.361787809528934,10.043663265993228,0.0002083333335285431,99.98072242363912,Reuse
2018-04-12_cell_003,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,3,1115.0,99,1.0628892,1.0635946,1.0646530202020204,1.0640129565656564,-0.0007053999999999672,-0.0663662778773147,-1.2654854669145048e-05,0.014999963767676767,5.60549999999993e-05,36.08374244976545,39.4408972847914,32.17067620845048,10.041502946127975,-0.0015566666666320117,100.06636627787731,Reuse
2018-04-12_cell_004,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,4,1048.0,99,1.0724765,1.0738586,1.0745377696969698,1.0741515727272728,-0.0013821000000000527,-0.12886995659112835,-5.23310451453129e-06,0.015129103909090906,-6.733400000000049e-05,32.11715379681872,32.98110366119803,31.173947334843884,10.045573973063998,0.002208333333449275,100.12886995659113,Reuse
2018-04-12_cell_005,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,5,828.0,99,1.0514506,1.0518515,1.0531571414141414,1.052654377777778,-0.00040090000000003734,-0.03812827725810774,-1.602090043289747e-05,0.01518261805050505,-0.00016723399999999874,35.56013985266867,39.69079276471186,32.25708891393413,10.042010656565727,0.0016933333329998135,100.03812827725811,Conditional Reuse
2018-04-12_cell_006,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,6,667.0,99,1.0626124,1.04378,1.053759712121212,1.0534578171717173,0.01883239999999997,1.7722736907643817,-0.00020239778849721494,0.013730660939393938,0.00032014799999999927,34.1072055276095,36.98765147763979,31.41879966190876,10.080923367003404,0.05449333333332618,98.22772630923562,Conditional Reuse
2018-04-12_cell_007,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,7,1836.0,99,1.0675218,1.0684743,1.0701774252525253,1.0700308262626264,-0.0009525000000001338,-0.08922534415691874,-2.357448361162832e-06,0.015428265515151515,-3.5402999999999823e-05,32.79694473003086,34.27477909930834,31.247996106583226,11.040740218855252,0.0011983333327716394,100.08922534415692,Reuse
2018-04-12_cell_008,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,8,828.0,99,1.0647362,1.067026,1.068006090909091,1.0680348515151514,-0.0022898000000000085,-0.21505796459254495,-3.308951144097934e-06,0.015253319353535355,-0.00017268099999999918,33.05552416009523,35.07929651965403,31.260917689703437,10.043270673400722,-0.0008500000001117058,100.21505796459253,Conditional Reuse
2018-04-12_cell_009,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,9,1039.0,99,1.0694826,1.0724456,1.0728593262626263,1.0726067080808084,-0.002963000000000049,-0.2770498556965816,6.680531849076843e-07,0.0157985837979798,-2.9396000000000977e-05,33.08832983925303,35.09617884754773,31.30390667786535,10.04115065656567,-0.0010399999999197718,100.27704985569659,Reuse
2018-04-12_cell_010,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,10,1078.0,99,1.0617746,1.0623909,1.06437858989899,1.064068297979798,-0.0006163000000001251,-0.0580443344566846,-2.8759653679712824e-06,0.01537307471717172,-0.00014386399999999876,32.5348014795901,34.79216549532189,30.68763079160192,11.039443922558931,0.0004433333334112888,100.05804433445668,Reuse
2018-04-12_cell_011,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,11,817.0,99,1.0680679,1.0682998,1.0698276717171717,1.0696771989898992,-0.0002318999999999516,-0.021712102760503484,-1.768216573902336e-05,0.015524714272727273,-4.955999999999884e-05,34.20373702283128,37.60932852326845,31.369808007256257,10.042466936026983,0.0023416666665667663,100.02171210276049,Conditional Reuse
2018-04-12_cell_012,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,12,932.0,99,1.0741653,1.0755343,1.0763353797979798,1.0761313929292928,-0.0013689999999999536,-0.12744779597702083,-6.679463203466932e-06,0.016047835363636364,-4.0385999999999894e-05,33.2205731520236,35.542101100869175,31.22756097269707,10.042442037037002,-0.0016683333339937434,100.12744779597702,Conditional Reuse
2018-04-12_cell_013,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,13,816.0,99,1.065558,1.067306,1.0687136323232325,1.068625397979798,-0.0017480000000000828,-0.16404550479655566,-1.2185193568334853e-05,0.015128562717171716,-0.00014514099999999967,34.11768528185422,37.233278981795394,31.323500893525303,10.042358249158227,0.0014516666664956546,100.16404550479656,Conditional Reuse
2018-04-12_cell_014,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,14,858.0,99,1.0727056,1.0763919,1.077015806060606,1.0765029424242425,-0.0036863000000000312,-0.3436450783887053,4.636107606678319e-06,0.015551921989898992,-7.740999999999998e-05,33.11953606667905,35.48777029470216,31.071885501118356,10.041858265993287,-0.000588333333627844,100.3436450783887,Conditional Reuse
2018-04-12_cell_015,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,15,876.0,99,1.0684187,1.0693594,1.070546722222222,1.070577596969697,-0.0009406999999999055,-0.0880460066825773,-1.156462213976757e-05,0.015306011222222221,-9.027200000000062e-05,33.51055049283859,36.80771071001127,30.87654298210456,10.04163658249164,0.0001383333328703884,100.08804600668257,Conditional Reuse
2018-04-12_cell_016,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,16,1638.0,99,1.061009,1.0625579,1.0635088555555554,1.0634576202020203,-0.0015488999999999642,-0.14598368157102945,-9.691301175015204e-06,0.015311050717171716,-0.00012093599999999857,34.94134876933804,37.832425406113444,31.981891168783747,11.040587407407404,-0.015016666667118983,100.14598368157104,Reuse
2018-04-12_cell_017,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,17,1315.0,99,1.0664514,1.0664585,1.067047807070707,1.0662541797979799,-7.0999999999266095e-06,-0.0006657593585536677,-5.833125541129357e-06,0.015443586646464644,-0.00016227499999999992,35.07228784758459,37.40160198756502,32.455675181202416,10.042102811447801,-0.0011483333333064394,100.00066575935855,Reuse
2018-04-12_cell_018,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,18,1146.0,99,1.0680237,1.0670015,1.0688689090909091,1.0687508737373737,0.0010221999999999731,0.09570948659659642,-2.9274941249227192e-05,0.015015526535353539,-3.7439999999999696e-05,35.2914180269327,37.97024186611959,32.39435838372084,10.04310829966328,-0.001865000000057293,99.90429051340341,Reuse
2018-04-12_cell_019,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,19,1155.0,99,1.0719248,1.0708553,1.0727208262626262,1.0724153505050507,0.0010694999999998345,0.09977379010167828,-2.9691358070504397e-05,0.01546349318181818,-4.249000000000093e-05,35.09835953689969,37.876070766588285,32.12087731134603,10.043189629629584,0.00029833333367967896,99.90022620989832,Reuse
2018-04-12_cell_020,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,20,813.0,99,1.0650502,1.0664401,1.067449897979798,1.0669259595959595,-0.001389899999999944,-0.1305008909439146,-7.154074211503765e-06,0.015263322232323233,-7.635700000000085e-05,33.10212248197412,35.739254750947524,30.852143628467964,10.043380471380493,0.0009550000000064784,100.1305008909439,Conditional Reuse
2018-04-12_cell_021,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,21,772.0,99,1.0678563,1.0538316,1.0619781898989897,1.0617610636363635,0.014024700000000001,1.3133508694006863,-0.00015949170191713829,0.014093014131313133,0.00023393700000000003,34.900399416468076,37.9177756860133,32.05768382629157,10.079161515151517,0.03339999999952781,98.6866491305993,Conditional Reuse
2018-04-12_cell_022,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,22,1002.0,99,1.0562643,1.0569046,1.0581549232323233,1.0579978393939393,-0.000640299999999927,-0.060619297651158616,-1.5988764378477872e-05,0.015685687353535354,-0.00012298300000000012,34.61069656408486,37.5322343873043,31.640105505547105,10.04255023569017,-0.0010666666671266256,100.06061929765116,Reuse
2018-04-12_cell_023,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,23,,99,1.0661554,1.0669227,1.0681112222222222,1.0683314595959597,-0.0007672999999999153,-0.07196887057927158,-5.331878787883251e-06,0.01526148087878788,-7.400299999999957e-05,34.929390162261846,38.202055623468546,31.788498415999587,11.038375218855206,0.0038200000002674983,100.07196887057927,Recycle
2018-04-12_cell_024,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,24,825.0,99,1.0462732,1.050084,1.050441208080808,1.050458807070707,-0.003810800000000114,-0.3642260931466193,9.650588744583156e-06,0.015554037858585858,-0.0001505590000000015,34.68760501613314,37.236331842653044,32.089467104218414,10.041832441077416,-0.0007983333334173892,100.36422609314661,Conditional Reuse
2018-04-12_cell_025,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,25,989.0,99,1.0611302,1.0643663,1.0648225050505051,1.0646712262626261,-0.003236100000000075,-0.3049672886512961,6.950843537416724e-06,0.015641851515151513,-4.924599999999932e-05,35.58186389191699,38.88624032121534,32.23615396340196,10.042413013468028,0.0010650000001390936,100.3049672886513,Conditional Reuse
2018-04-12_cell_026,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,26,1028.0,99,1.0720186,1.074435,1.075112296969697,1.0749619606060605,-0.0024163999999999852,-0.2254065367895655,-4.2884230055643246e-07,0.015593572727272726,-4.2369000000000434e-05,35.745916536891265,39.14135891629517,32.32542000468721,10.042290858585826,0.002345000000302022,100.22540653678958,Reuse
2018-04-12_cell_027,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,27,850.0,99,1.0604171,1.0627574,1.0637090626262626,1.0635588383838384,-0.002340299999999962,-0.22069617700430913,-4.035370439083252e-06,0.014919440515151516,-9.954799999999965e-05,35.30844806776433,38.44588898200405,32.16991985770075,10.045002356902378,-0.0017999999996387572,100.22069617700431,Conditional Reuse
2018-04-12_cell_028,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,28,541.0,99,1.0518668,1.0340093,1.0445220202020202,1.0445340656565656,0.01785750000000008,1.6976959440111696,-0.00019802208534323577,0.01342088496969697,0.00043592300000000125,35.69688828820833,39.55791836716047,32.29372696775114,10.088611986532047,0.08372166666667802,98.30230405598883,Conditional Reuse
2018-04-12_cell_029,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,29,858.0,99,1.0663688,1.0696349,1.0705002696969699,1.0703968484848485,-0.0032661000000000495,-0.30628240436142257,4.077620284471244e-06,0.014824126747474747,-0.00016551100000000013,31.262889334066085,31.680285422399457,30.83403920515218,10.041979612794579,-2.8333333467855937e-05,100.30628240436141,Conditional Reuse
2018-04-12_cell_030,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,30,935.0,99,1.0687393,1.0710108,1.0717059313131312,1.0713755282828281,-0.002271499999999982,-0.21254013958315016,-3.4165367965386675e-06,0.015572678929292929,-0.00011412599999999912,32.24311941023021,33.95640656351435,30.734525348486088,10.04344259259257,0.0003383333341240302,100.21254013958314,Conditional Reuse
2018-04-12_cell_031,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,31,731.0,99,1.0681812,1.0698149,1.0707996878787878,1.0707608828282826,-0.0016336999999999602,-0.15294221617081075,-8.99956215213843e-06,0.015875272090909092,-2.983200000000047e-05,34.00003070157337,36.77304266866142,31.313092535645406,10.045700723905673,0.0009516666672428897,100.15294221617081,Conditional Reuse
2018-04-12_cell_032,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,32,,99,1.0725862,1.0733908,1.074329306060606,1.0746017202020204,-0.0008046000000001552,-0.07501494984740203,-1.0736820037104964e-05,0.015372072949494947,-0.00017144699999999992,35.436174962805026,38.1223484949636,32.229792601449525,11.039484747474773,0.0011466666672887982,100.0750149498474,Recycle
2018-04-12_cell_033,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,33,1284.0,99,1.060272,1.0609198,1.062159194949495,1.062158602020202,-0.0006477999999998652,-0.061097529690481794,-1.259104514533449e-05,0.015340797171717173,-0.00015399299999999984,33.10710984192206,34.284327507895505,31.679991708191025,10.043259696969717,-0.00038166666636207935,100.06109752969049,Reuse
2018-04-12_cell_034,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,34,1158.0,99,1.061535,1.0615493,1.063246013131313,1.0632219666666667,-1.430000000013365e-05,-0.0013471058420243941,-2.1157972789114277e-05,0.015302312080808081,-0.00010690799999999931,35.77943527518051,38.98815031750086,32.239079738028686,10.043539814814821,-0.0009283333340128763,100.00134710584203,Reuse
2018-04-12_cell_035,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,35,1093.0,99,1.0633804,1.0632331,1.0644993393939395,1.0643435606060607,0.00014730000000007237,0.013852051438983864,-1.953093877551359e-05,0.01537437201010101,-7.601500000000046e-05,35.532941501822236,38.53730929443863,32.24024694280969,10.043588619528593,-0.0009416666667672047,99.98614794856103,Reuse
2018-04-12_cell_036,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,36,923.0,99,1.0575287,1.0577667,1.0593632474747476,1.0592286191919191,-0.00023799999999996047,-0.022505299383360516,-2.1971919604205953e-05,0.0151344318989899,-8.82880000000006e-05,35.87907157748097,39.38680749559564,32.17568860041181,10.043494949494974,0.0005866666671252574,100.02250529938337,Conditional Reuse
2018-04-12_cell_037,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,37,1390.0,99,1.0465839,1.0483961,1.049442304040404,1.0502066717171716,-0.0018122000000000416,-0.17315381977498812,-2.051648732219477e-06,0.014715773414141417,-0.00013295699999999952,35.01461049108638,37.82132622347397,31.973894538119445,11.038428198653161,-0.00032833333364834516,100.17315381977498,Reuse
2018-04-12_cell_038,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,38,1935.0,99,1.0701473,1.0710695,1.0719827515151514,1.071834697979798,-0.0009221999999999841,-0.08617505272404875,-8.787589363023085e-06,0.01583589924242424,-0.00011589700000000022,34.745836319764145,37.739090670595026,31.511033631406466,10.043707962962927,-0.005276666667246133,100.08617505272406,Reuse
2018-04-12_cell_039,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,39,1156.0,99,1.0474036,1.0495038,1.0505830505050504,1.0503887606060607,-0.0021002000000001075,-0.20051487315874295,-6.583238095236523e-06,0.015563160080808082,-0.00015527400000000038,33.887021839840784,36.074946023996944,31.395684343874585,10.043092710437712,-3.6666665740980875e-05,100.20051487315875,Reuse
2018-04-12_cell_040,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,40,796.0,99,1.0593235,1.0617574,1.062999387878788,1.0627042929292927,-0.002433899999999989,-0.22975984201237756,-7.692147186143538e-06,0.015390749383838383,-0.00023430500000000062,34.05341123035083,37.527810173662246,30.94064865564031,10.043764865319858,-0.0005349999994592736,100.22975984201237,Conditional Reuse
2018-04-12_cell_041,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,41,786.0,99,1.0505219,1.0541531,1.0543741434343434,1.054001121212121,-0.0036312000000000566,-0.345656763557243,9.732244897956478e-06,0.018306992535353537,-0.00017313199999999945,33.640262798950594,36.62919119540175,30.825456412280786,10.043162962962906,0.0013016666668903554,100.34565676355724,Conditional Reuse
2018-04-12_cell_042,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,42,1642.0,99,1.0669198,1.0689646,1.0695203565656566,1.0694715696969697,-0.0020447999999999578,-0.1916545179871962,1.8104885590610533e-06,0.016131830323232323,-0.0005620929999999996,33.03326599301577,35.57262282220451,30.694617546719012,11.03849814814812,-0.00015666666658908923,100.19165451798719,Reuse
2018-04-12_cell_043,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,43,1046.0,99,1.0701852,1.0724185,1.0728844272727274,1.0726782111111113,-0.0022332999999998826,-0.2086835063687932,3.041014223871185e-06,0.015828501373737373,-0.00014502799999999844,33.89526904792961,36.95614928561784,30.878729493006865,10.043652104377044,-0.0007233333325231683,100.2086835063688,Reuse
2018-04-12_cell_044,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,44,940.0,99,1.06972,1.0729284,1.07331738989899,1.0730522959595958,-0.003208399999999889,-0.2999289533709652,4.6897365491626884e-06,0.015572503777777776,-0.00010574500000000084,33.35164903826186,36.336163666791506,30.638344666380572,10.043212407407367,-0.016316666666778445,100.29992895337097,Conditional Reuse
2018-04-12_cell_045,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,45,1801.0,99,1.0695485,1.0711251,1.0714658575757574,1.0713107808080806,-0.001576599999999928,-0.14740799505585095,-1.2584539270929644e-07,0.015618692474747477,-7.953999999999947e-05,32.72596355233115,34.6817726725469,30.852621310491138,11.038587558922575,-0.0017116666669600988,100.14740799505586,Reuse
