cell_id,source_file,batch_date_inferred,cell_index,n_cycles_available,q_discharge_cycle_2,q_discharge_cycle_100,q_discharge_mean_2_100,q_charge_mean_2_100,capacity_fade_2_100,capacity_fade_pct_2_100,capacity_slope_2_100,ir_mean_2_100,ir_change_2_100,tavg_mean_2_100,tmax_mean_2_100,tmin_mean_2_100,chargetime_mean_2_100,chargetime_change_2_100,soh_cycle_100_proxy,screening_label,screening_label_encoded
2017-06-30_cell_047,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,47,99,1.0421375,1.0470229,1.0489019333333334,1.0485018909090909,-0.0048854,-0.4687865084981627,-9.553367965375936e-06,0.0172199981515151,-0.000836281,32.40551927653036,36.45115027272728,29.619780666666667,10.130466952861942,0.0831966666664811,100.46878650849816,Conditional Reuse,0
2018-04-12_cell_019,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,19,99,1.0719248,1.0708553,1.0727208262626262,1.0724153505050509,0.0010694999999998,0.0997737901016782,-2.96913580705044e-05,0.0154634931818181,-4.249000000000093e-05,35.09835953689969,37.876070766588285,32.12087731134603,10.043189629629584,0.0002983333336796,99.90022620989832,Reuse,2
2017-06-30_cell_020,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,20,99,1.0831043,1.0862604,1.087955722222222,1.087692406060606,-0.0031560999999999,-0.2913939128484666,-6.300379715522767e-06,0.0174080817272727,-9.665400000000156e-05,32.652443174412284,36.7588658989899,30.269308979797984,10.140166599326632,-0.0829516666664851,100.29139391284846,Conditional Reuse,0
2017-05-12_cell_031,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,31,99,1.0946392,1.0953494,1.097068405050505,1.0967882626262626,-0.0007101999999998,-0.0648798252428638,-2.620108225108124e-05,0.0168655661414141,1.0658000000000197e-05,30.375396745150564,30.709141161616163,30.009055646464653,10.126957558922545,-0.0004933333340879,100.06487982524284,Conditional Reuse,0
2017-06-30_cell_046,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,46,99,1.0726138,1.0795197,1.0791303383838384,1.078900536363636,-0.0069059,-0.6438384439954082,2.937985776128307e-05,0.0178011479595959,0.0002477779999999,32.31134416709594,36.73920442424242,29.73386209090909,10.132154276094296,0.0833200000000946,100.6438384439954,Recycle,1
2017-06-30_cell_034,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,34,99,1.0688509,1.0746909,1.0746778808080808,1.0746804404040404,-0.00584,-0.5463811650436995,2.0926824984536708e-05,0.017574237090909,-0.00014857,33.431122410662226,37.85557094949495,30.598678323232328,10.158217373737395,-0.0004833333334932,100.54638116504373,Recycle,1
2018-04-12_cell_042,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,42,99,1.0669198,1.0689646,1.0695203565656566,1.0694715696969697,-0.0020447999999999,-0.1916545179871962,1.8104885590610533e-06,0.0161318303232323,-0.0005620929999999,33.03326599301577,35.57262282220451,30.69461754671901,11.03849814814812,-0.000156666666589,100.1916545179872,Reuse,2
2017-05-12_cell_028,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,28,99,1.0777475,1.0796947,1.0806956292929293,1.0798740373737374,-0.0019471999999998,-0.1806731168478531,-7.726680272106807e-06,0.0166800375454545,6.377100000000066e-05,33.773800525042,37.491157878787874,30.628645454545453,11.138253585858592,-5.8333333861071424e-05,100.18067311684786,Conditional Reuse,0
2018-04-12_cell_041,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,41,99,1.0505219,1.0541531,1.0543741434343434,1.054001121212121,-0.0036312,-0.345656763557243,9.732244897956478e-06,0.0183069925353535,-0.0001731319999999,33.640262798950594,36.62919119540175,30.825456412280783,10.043162962962906,0.0013016666668903,100.34565676355724,Conditional Reuse,0
2017-06-30_cell_029,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,29,99,1.0725043,1.0787998,1.0782471151515152,1.0777316767676768,-0.0062955,-0.5869906535572873,3.2791438466289255e-05,0.0170323334545454,4.101199999999999e-05,33.487092714604984,37.97272521212121,30.60945453535353,10.139228333333326,0.0004416666667861,100.5869906535573,Recycle,1
2017-05-12_cell_005,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,5,99,1.0761266,1.0797794,1.0803274434343435,1.0801648737373737,-0.0036528,-0.3394396161195171,1.1228400742114245e-05,0.0162703885757575,-0.000111867,30.92149771366389,33.02000678787879,29.24238684848485,15.07576803030309,-0.0843599999998332,100.3394396161195,Reuse,2
2017-05-12_cell_027,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,27,99,1.0790461,1.0810226,1.0820360393939392,1.0820815363636365,-0.0019765,-0.1831710433873073,-1.0758799010511252e-05,0.0160989066666666,3.187999999999802e-05,33.89497000372245,37.51131004040404,30.730024525252528,10.803712340067367,-0.0008783333330324,100.1831710433873,Conditional Reuse,0
2017-06-30_cell_001,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,1,99,1.0720705,0.96833885,1.0287109878787877,1.029438928989899,0.1037316499999999,9.675823558245469,-0.001092104697217,0.0168691714848484,-0.0008329789999999,32.4100534814678,36.817352333333325,29.133152626262625,10.72596308080812,0.9635233333331908,90.32417644175452,Recycle,1
2017-06-30_cell_014,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,14,99,1.0780684,1.0809475,1.0820690767676768,1.0818983636363635,-0.0028790999999999,-0.2670609768359699,-3.9703030302999845e-06,0.0170067056161616,-0.0001330669999999,32.86840487751302,37.292578131313135,30.23149296969697,10.14196829966328,0.0829216666665146,100.26706097683598,Recycle,1
2017-05-12_cell_022,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,22,99,1.0793039,1.0820541,1.082979815151515,1.0827749171717174,-0.0027501999999999,-0.2548123841672327,-6.755834260975108e-06,0.0165919733030303,-5.07210000000001e-05,32.84391283877385,36.64192422222223,30.04068875757576,11.46291215488218,0.0823749999999261,100.25481238416722,Conditional Reuse,0
2018-04-12_cell_004,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,4,99,1.0724765,1.0738586,1.0745377696969698,1.0741515727272728,-0.0013821,-0.1288699565911283,-5.23310451453129e-06,0.0151291039090909,-6.733400000000049e-05,32.11715379681872,32.98110366119803,31.173947334843884,10.045573973063998,0.0022083333334492,100.12886995659112,Reuse,2
2017-06-30_cell_026,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,26,99,1.0766411,1.0773104,1.080674029292929,1.0805731515151515,-0.0006692999999999,-0.0621655628788445,-3.700558317872623e-05,0.017570216010101,-0.000577019,31.658500115459308,35.32942847474747,29.69965895959596,10.041589393939397,0.0043699999999571,100.06216556287885,Recycle,1
2018-04-12_cell_008,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,8,99,1.0647362,1.067026,1.068006090909091,1.0680348515151514,-0.0022898,-0.2150579645925449,-3.308951144097934e-06,0.0152533193535353,-0.0001726809999999,33.05552416009523,35.07929651965403,31.26091768970344,10.043270673400722,-0.0008500000001117,100.21505796459252,Conditional Reuse,0
2017-05-12_cell_003,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,3,99,1.0797229,1.0847498,1.08494896969697,1.0845464424242426,-0.0050269,-0.4655731577055609,1.7136347557200054e-05,0.016146156040404,3.858100000000281e-05,29.942198807956427,30.662263141414144,29.38564177777777,12.053277171717166,0.0840116666666901,100.46557315770556,Reuse,2
2017-06-30_cell_005,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,5,99,1.0680153,1.070745,1.0719740151515154,1.071471497979798,-0.0027297000000001,-0.2555862261523939,-1.1376598639489792e-06,0.016853328080808,-0.0003085009999999,32.05251533041326,35.74180347474747,29.74533036363636,10.133229612794622,0.0001000000001418,100.2555862261524,Recycle,1
2017-06-30_cell_043,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,43,99,1.0735646,1.0790776,1.0796143252525254,1.0794716171717171,-0.0055129999999998,-0.5135228937317678,1.2511228200372228e-05,0.0181268601010101,9.035099999999892e-05,33.01174006776376,37.78736292929293,30.27322596969697,10.131395993265995,0.0835566666663591,100.51352289373176,Recycle,1
2017-06-30_cell_010,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,10,99,1.0690521,1.0670482,1.0715318585858586,1.0707906838383838,0.0020039,0.187446430347039,-6.001392455164365e-05,0.0177651338181818,-0.0005793579999999,33.40783701030165,38.71828132323232,30.128028222222227,10.109577053872057,-0.0803499999999388,99.81255356965296,Conditional Reuse,0
2018-04-12_cell_025,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,25,99,1.0611302,1.0643663,1.0648225050505051,1.064671226262626,-0.0032361,-0.3049672886512961,6.950843537416724e-06,0.0156418515151515,-4.924599999999932e-05,35.58186389191699,38.88624032121534,32.23615396340196,10.042413013468028,0.001065000000139,100.3049672886513,Conditional Reuse,0
2018-04-12_cell_006,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,6,99,1.0626124,1.04378,1.053759712121212,1.0534578171717173,0.0188323999999999,1.7722736907643817,-0.0002023977884972,0.0137306609393939,0.0003201479999999,34.1072055276095,36.98765147763979,31.41879966190876,10.080923367003404,0.0544933333333261,98.22772630923562,Conditional Reuse,0
2017-06-30_cell_033,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,33,99,1.079052,1.0847911,1.0845763555555554,1.0845824888888889,-0.0057390999999999,-0.5318650074324497,2.0687567099560396e-05,0.0176273884848484,9.907600000000004e-05,32.97224982580327,36.44586771717172,30.610282767676768,10.130487676767675,-0.0830700000001041,100.53186500743246,Conditional Reuse,0
2018-04-12_cell_030,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,30,99,1.0687393,1.0710108,1.0717059313131312,1.071375528282828,-0.0022714999999999,-0.2125401395831501,-3.4165367965386675e-06,0.0155726789292929,-0.0001141259999999,32.24311941023021,33.95640656351435,30.734525348486088,10.04344259259257,0.000338333334124,100.21254013958314,Conditional Reuse,0
2018-04-12_cell_044,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,44,99,1.06972,1.0729284,1.07331738989899,1.0730522959595958,-0.0032083999999998,-0.2999289533709652,4.689736549162688e-06,0.0155725037777777,-0.000105745,33.35164903826186,36.33616366679151,30.63834466638057,10.043212407407369,-0.0163166666667784,100.29992895337097,Conditional Reuse,0
2017-06-30_cell_023,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,23,99,1.0745209,1.0714235,1.0755069525252523,1.0752267141414142,0.0030973999999999,0.2882587020875924,-6.655335683364035e-05,0.0171471901414141,-0.00082546,32.25237066740248,35.90386328282828,29.97178678787878,10.314190622895635,0.0619483333333246,99.7117412979124,Conditional Reuse,0
2018-04-12_cell_034,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,34,99,1.061535,1.0615493,1.063246013131313,1.063221966666667,-1.430000000013365e-05,-0.0013471058420243,-2.115797278911428e-05,0.015302312080808,-0.0001069079999999,35.77943527518051,38.98815031750086,32.239079738028686,10.04353981481482,-0.0009283333340128,100.00134710584204,Reuse,2
2017-05-12_cell_011,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,11,99,1.0537786,1.0599719,1.060083885858586,1.0594954424242424,-0.0061933,-0.5877230757960038,2.1809402597402316e-05,0.0160370841111111,-0.0003035779999999,32.75932260623101,36.23175358585859,30.14975682828283,11.684114427609464,-0.0006250000000367,100.587723075796,Conditional Reuse,0
2017-05-12_cell_004,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,4,99,1.0784167,1.0826457,1.082843531313131,1.082700305050505,-0.004229,-0.3921489717286497,1.8994317872597183e-05,0.0165005135757575,-5.331399999999875e-05,31.44888383416564,34.38251588888889,29.487975303030296,12.053313636363642,-7.833333332563086e-05,100.39214897172866,Reuse,2
2018-04-12_cell_029,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,29,99,1.0663688,1.0696349,1.07050026969697,1.0703968484848485,-0.0032661,-0.3062824043614225,4.077620284471244e-06,0.0148241267474747,-0.000165511,31.262889334066085,31.680285422399457,30.83403920515218,10.04197961279458,-2.8333333467855937e-05,100.3062824043614,Conditional Reuse,0
2018-04-12_cell_039,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,39,99,1.0474036,1.0495038,1.0505830505050504,1.050388760606061,-0.0021002000000001,-0.2005148731587429,-6.583238095236523e-06,0.015563160080808,-0.000155274,33.887021839840784,36.074946023996944,31.395684343874585,10.043092710437712,-3.666666574098088e-05,100.20051487315877,Reuse,2
2018-04-12_cell_007,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,7,99,1.0675218,1.0684743,1.0701774252525251,1.0700308262626264,-0.0009525000000001,-0.0892253441569187,-2.357448361162832e-06,0.0154282655151515,-3.5402999999999823e-05,32.79694473003086,34.27477909930834,31.247996106583223,11.040740218855252,0.0011983333327716,100.08922534415692,Reuse,2
2017-06-30_cell_015,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,15,99,0.9716751,0.92590147,0.946664942121212,0.9468438862626264,0.04577363,4.7107958205371325,-0.0004494800691403,0.0169906788080808,0.000135762,29.83756196829628,31.584541747474745,28.428369767676767,12.470037457912442,0.3539133333333062,95.28920417946289,Recycle,1
2018-04-12_cell_024,2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,24,99,1.0462732,1.050084,1.050441208080808,1.050458807070707,-0.0038108000000001,-0.3642260931466193,9.650588744583156e-06,0.0155540378585858,-0.000150559,34.68760501613314,37.23633184265304,32.089467104218414,10.041832441077416,-0.0007983333334173,100.3642260931466,Conditional Reuse,0
2017-06-30_cell_037,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,37,99,1.0748166,1.081265,1.0806836393939394,1.080355695959596,-0.0064484,-0.5999535176512925,3.505037847866405e-05,0.0181525049090909,9.341199999999758e-05,31.945393626512317,35.47797882828283,29.77871467676768,10.13673265993265,0.0827333333332109,100.5999535176513,Recycle,1
2017-06-30_cell_006,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,6,99,1.0687391,1.0521992,1.0647245646464647,1.0642203989898988,0.0165398999999999,1.547608766255482,-0.0002143858466295,0.0158655678181818,-0.0010291889999999,32.77341800154968,37.326601131313126,29.66288944444445,10.218386481481522,0.1471749999999403,98.45239123374452,Conditional Reuse,0
